before,after,ratio_bf,ratio_real
10,5,0.5,0.31428571
10,5,0.5,0.33333333
10,5,0.5,0.19230769
10,4,0.6,0.09907121
7,5,0.2857142857142857,0.21848739
6,4,0.3333333333333333,0.10843373
6,4,0.3333333333333333,0.09779951
10,5,0.5,0.14792899
10,4,0.6,0.10416667
10,5,0.5,0.20540541
10,5,0.5,0.14173228
10,5,0.5,0.16981132
10,5,0.5,0.21875
10,5,0.5,0.12386707
10,5,0.5,0.26923077
10,4,0.6,0.1092437
10,4,0.6,0.08865248
8,4,0.5,0.10666667
7,4,0.42857142857142855,0.08881579
10,4,0.6,0.04994797
9,4,0.5555555555555556,0.08924949
10,5,0.5,0.18681319
10,4,0.6,0.075
8,5,0.375,0.17333333
7,5,0.2857142857142857,0.176
7,4,0.42857142857142855,0.08137045
7,5,0.2857142857142857,0.1971831
7,4,0.42857142857142855,0.07925801
10,5,0.5,0.44
10,4,0.6,0.07692308
10,5,0.5,0.1595092
10,5,0.5,0.40425532
10,5,0.5,0.12634409
10,4,0.6,0.0721393
10,4,0.6,0.04790419
10,4,0.6,0.1130137
10,5,0.5,0.14851485
8,4,0.5,0.05909091
10,4,0.6,0.1023622
10,4,0.6,0.056
10,5,0.5,0.19411765
7,4,0.42857142857142855,0.11463415
10,5,0.5,0.19277108
6,5,0.16666666666666666,0.375
10,4,0.6,0.10367893
10,5,0.5,0.12429379
10,5,0.5,0.27272727
7,5,0.2857142857142857,0.32307692
10,5,0.5,0.19047619
6,4,0.3333333333333333,0.09704641
10,4,0.6,0.10759494
8,5,0.375,0.16666667
10,5,0.5,0.12537313
10,5,0.5,0.29268293
6,5,0.16666666666666666,0.18867925
7,5,0.2857142857142857,0.12307692
6,5,0.16666666666666666,0.13442623
6,4,0.3333333333333333,0.11794872
10,4,0.6,0.07092199
10,5,0.5,0.13939394
10,5,0.5,0.12734082
7,4,0.42857142857142855,0.09064327
8,4,0.5,0.10688836
10,4,0.6,0.09756098
10,5,0.5,0.13953488
10,4,0.6,0.09090909
9,5,0.4444444444444444,0.18656716
10,4,0.6,0.08796296
10,5,0.5,0.19811321
10,4,0.6,0.08438061
10,4,0.6,0.11111111
10,4,0.6,0.06786704
9,5,0.4444444444444444,0.35294118
10,5,0.5,0.25974026
10,4,0.6,0.07641196
7,4,0.42857142857142855,0.07058824
6,4,0.3333333333333333,0.06949807
10,5,0.5,0.15
10,5,0.5,0.18681319
10,4,0.6,0.08715596
10,4,0.6,0.09142857
10,5,0.5,0.22018349
10,4,0.6,0.08415842
10,5,0.5,0.32142857
6,5,0.16666666666666666,0.23958333
10,5,0.5,0.24137931
9,5,0.4444444444444444,0.19246862
6,5,0.16666666666666666,0.46666667
10,5,0.5,0.21794872
10,4,0.6,0.10932476
7,5,0.2857142857142857,0.26229508
10,5,0.5,0.23655914
10,4,0.6,0.07244094
8,4,0.5,0.09660574
10,5,0.5,0.30909091
10,5,0.5,0.21698113
10,4,0.6,0.04496403
10,5,0.5,0.16666667
6,5,0.16666666666666666,0.18072289
10,5,0.5,0.2
10,5,0.5,0.17621145
10,5,0.5,0.24050633
10,5,0.5,0.27380952
10,5,0.5,0.28169014
10,4,0.6,0.05865922
7,5,0.2857142857142857,0.34615385
10,5,0.5,0.35135135
10,4,0.6,0.06425703
10,5,0.5,0.14492754
9,5,0.4444444444444444,0.31034483
10,4,0.6,0.09579439
7,4,0.42857142857142855,0.08180301
10,4,0.6,0.10227273
10,4,0.6,0.09005629
9,4,0.5555555555555556,0.0787037
10,4,0.6,0.08541667
7,5,0.2857142857142857,0.36956522
10,4,0.6,0.08823529
10,5,0.5,0.46
10,4,0.6,0.11235955
8,5,0.375,0.20338983
10,4,0.6,0.08333333
8,5,0.375,0.12280702
10,4,0.6,0.1
10,5,0.5,0.21848739
10,4,0.6,0.09779951
10,4,0.6,0.04878049
10,5,0.5,0.29166667
6,5,0.16666666666666666,0.20540541
10,5,0.5,0.16981132
10,5,0.5,0.16546763
10,4,0.6,0.08865248
10,5,0.5,0.27160494
9,5,0.4444444444444444,0.1984127
10,4,0.6,0.04994797
6,4,0.3333333333333333,0.08924949
10,5,0.5,0.24074074
7,5,0.2857142857142857,0.17333333
10,5,0.5,0.176
10,4,0.6,0.07925801
7,5,0.2857142857142857,0.16022099
9,5,0.4444444444444444,0.1595092
10,4,0.6,0.0721393
10,5,0.5,0.17857143
10,4,0.6,0.09830508
7,5,0.2857142857142857,0.25
10,5,0.5,0.13888889
10,4,0.6,0.05909091
10,5,0.5,0.24038462
10,4,0.6,0.0886918
10,4,0.6,0.056
6,4,0.3333333333333333,0.11463415
10,4,0.6,0.08403361
10,5,0.5,0.33333333
6,5,0.16666666666666666,0.23529412
8,5,0.375,0.19047619
10,5,0.5,0.16
7,4,0.42857142857142855,0.08571429
8,4,0.5,0.11794872
10,5,0.5,0.36923077
10,4,0.6,0.09064327
6,4,0.3333333333333333,0.09090909
8,5,0.375,0.19811321
6,5,0.16666666666666666,0.18181818
7,5,0.2857142857142857,0.13888889
7,4,0.42857142857142855,0.07641196
10,1,0.9,0.0
6,4,0.3333333333333333,0.07058824
10,5,0.5,0.46666667
10,4,0.6,0.09142857
10,5,0.5,0.22018349
10,5,0.5,0.32142857
10,5,0.5,0.19246862
10,5,0.5,0.16129032
10,4,0.6,0.11032028
10,4,0.6,0.0625
10,4,0.6,0.04496403
10,4,0.6,0.05865922
10,5,0.5,0.16666667
7,5,0.2857142857142857,0.35135135
9,4,0.5555555555555556,0.09579439
10,4,0.6,0.08180301
10,4,0.6,0.10447761
10,4,0.6,0.08823529
10,5,0.5,0.33333333
8,4,0.5,0.05487805
10,4,0.6,0.09907121
6,5,0.16666666666666666,0.38
6,4,0.3333333333333333,0.08865248
10,5,0.5,0.1984127
10,4,0.6,0.04994797
10,4,0.6,0.07925801
7,5,0.2857142857142857,0.1595092
6,5,0.16666666666666666,0.27906977
10,5,0.5,0.25
10,5,0.5,0.11890244
10,5,0.5,0.24038462
10,5,0.5,0.15
10,4,0.6,0.056
10,5,0.5,0.12903226
6,4,0.3333333333333333,0.10367893
10,5,0.5,0.27272727
10,4,0.6,0.05501618
6,5,0.16666666666666666,0.19047619
7,5,0.2857142857142857,0.36842105
10,5,0.5,0.27586207
10,1,0.9,0.0
7,5,0.2857142857142857,0.16
9,4,0.5555555555555556,0.11794872
6,5,0.16666666666666666,0.32653061
10,5,0.5,0.20987654
10,5,0.5,0.1220339
8,5,0.375,0.3442623
9,5,0.4444444444444444,0.18181818
8,5,0.375,0.13888889
7,5,0.2857142857142857,0.35294118
6,4,0.3333333333333333,0.07641196
10,5,0.5,0.32142857
6,5,0.16666666666666666,0.16129032
10,5,0.5,0.21794872
10,5,0.5,0.15625
10,5,0.5,0.35714286
8,4,0.5,0.04496403
10,5,0.5,0.17708333
10,4,0.6,0.05865922
6,5,0.16666666666666666,0.21875
10,5,0.5,0.16666667
7,5,0.2857142857142857,0.34615385
10,5,0.5,0.35135135
10,4,0.6,0.06425703
10,4,0.6,0.09005629
7,4,0.42857142857142855,0.08541667
7,5,0.2857142857142857,0.14606742
10,4,0.6,0.10447761
10,4,0.6,0.08823529
10,4,0.6,0.0747331
10,5,0.5,0.12903226
10,4,0.6,0.09779951
10,4,0.6,0.08865248
10,4,0.6,0.08924949
10,5,0.5,0.17333333
9,5,0.4444444444444444,0.16022099
10,5,0.5,0.1595092
6,5,0.16666666666666666,0.27272727
10,5,0.5,0.12634409
10,4,0.6,0.10126582
10,5,0.5,0.15533981
10,4,0.6,0.11011905
10,5,0.5,0.17857143
7,5,0.2857142857142857,0.13888889
6,5,0.16666666666666666,0.11890244
10,4,0.6,0.10724638
10,4,0.6,0.1023622
10,4,0.6,0.0886918
10,4,0.6,0.056
8,5,0.375,0.25
10,5,0.5,0.19411765
9,5,0.4444444444444444,0.12903226
6,4,0.3333333333333333,0.11463415
7,5,0.2857142857142857,0.33333333
6,4,0.3333333333333333,0.07387863
6,5,0.16666666666666666,0.23762376
10,5,0.5,0.32307692
10,5,0.5,0.19047619
10,5,0.5,0.27586207
6,5,0.16666666666666666,0.12537313
10,5,0.5,0.16
10,5,0.5,0.13442623
9,5,0.4444444444444444,0.19886364
6,5,0.16666666666666666,0.20987654
8,4,0.5,0.07832423
10,5,0.5,0.17241379
6,5,0.16666666666666666,0.15277778
9,4,0.5555555555555556,0.10810811
7,5,0.2857142857142857,0.12734082
10,4,0.6,0.09064327
10,4,0.6,0.10688836
10,5,0.5,0.2122905
10,5,0.5,0.15151515
10,5,0.5,0.21052632
7,5,0.2857142857142857,0.1474359
10,5,0.5,0.18181818
6,5,0.16666666666666666,0.13888889
10,4,0.6,0.06786704
6,5,0.16666666666666666,0.14746544
9,5,0.4444444444444444,0.23076923
10,4,0.6,0.07058824
10,5,0.5,0.16666667
10,4,0.6,0.08715596
10,5,0.5,0.22018349
6,4,0.3333333333333333,0.10650888
10,5,0.5,0.13492063
10,5,0.5,0.25454545
10,5,0.5,0.14012739
10,4,0.6,0.08415842
10,4,0.6,0.08280255
10,5,0.5,0.33962264
10,5,0.5,0.16129032
10,5,0.5,0.12075472
6,5,0.16666666666666666,0.21794872
6,5,0.16666666666666666,0.23913043
7,4,0.42857142857142855,0.11032028
10,5,0.5,0.18292683
10,5,0.5,0.23655914
7,4,0.42857142857142855,0.07244094
7,5,0.2857142857142857,0.19333333
7,5,0.2857142857142857,0.296875
10,5,0.5,0.15625
10,5,0.5,0.14545455
10,5,0.5,0.46511628
10,4,0.6,0.04496403
9,5,0.4444444444444444,0.16666667
6,5,0.16666666666666666,0.17621145
10,5,0.5,0.17708333
10,4,0.6,0.09876543
6,5,0.16666666666666666,0.4
10,5,0.5,0.21875
8,4,0.5,0.09939759
10,5,0.5,0.35135135
10,4,0.6,0.06425703
10,4,0.6,0.08180301
9,5,0.4444444444444444,0.36538462
10,4,0.6,0.10447761
10,5,0.5,0.25
10,4,0.6,0.08823529
7,5,0.2857142857142857,0.12903226
6,5,0.16666666666666666,0.22413793
10,5,0.5,0.37209302
10,5,0.5,0.15151515
10,5,0.5,0.21848739
10,4,0.6,0.09779951
10,5,0.5,0.16981132
10,5,0.5,0.1796875
9,5,0.4444444444444444,0.12386707
10,5,0.5,0.38
7,4,0.42857142857142855,0.08865248
10,5,0.5,0.27160494
7,4,0.42857142857142855,0.08881579
10,4,0.6,0.04994797
10,5,0.5,0.24074074
7,4,0.42857142857142855,0.075
10,5,0.5,0.17333333
7,4,0.42857142857142855,0.07692308
10,5,0.5,0.1595092
6,5,0.16666666666666666,0.35714286
10,4,0.6,0.0721393
10,5,0.5,0.27906977
9,5,0.4444444444444444,0.17857143
10,5,0.5,0.18269231
10,4,0.6,0.09830508
6,5,0.16666666666666666,0.25
7,5,0.2857142857142857,0.11890244
10,4,0.6,0.05909091
9,5,0.4444444444444444,0.24038462
9,4,0.5555555555555556,0.056
6,5,0.16666666666666666,0.29032258
10,5,0.5,0.12903226
9,5,0.4444444444444444,0.22727273
10,4,0.6,0.11111111
10,5,0.5,0.19047619
10,5,0.5,0.16
10,4,0.6,0.11794872
10,4,0.6,0.07092199
10,5,0.5,0.36923077
9,5,0.4444444444444444,0.20987654
7,4,0.42857142857142855,0.06451613
10,4,0.6,0.10810811
10,5,0.5,0.22727273
10,4,0.6,0.05
10,5,0.5,0.24324324
9,5,0.4444444444444444,0.13888889
10,5,0.5,0.35294118
10,4,0.6,0.09589041
6,5,0.16666666666666666,0.23076923
10,5,0.5,0.18681319
10,5,0.5,0.25454545
10,5,0.5,0.16129032
8,5,0.375,0.18918919
7,5,0.2857142857142857,0.21698113
6,4,0.3333333333333333,0.04496403
6,5,0.16666666666666666,0.21875
7,5,0.2857142857142857,0.35135135
10,4,0.6,0.06425703
7,4,0.42857142857142855,0.08541667
10,4,0.6,0.10447761
10,5,0.5,0.42857143
10,4,0.6,0.08823529
10,5,0.5,0.13043478
6,5,0.16666666666666666,0.4516129
10,5,0.5,0.12903226
10,5,0.5,0.2173913
10,5,0.5,0.31428571
10,5,0.5,0.29166667
10,4,0.6,0.08881579
10,4,0.6,0.04994797
7,4,0.42857142857142855,0.08924949
7,4,0.42857142857142855,0.08137045
9,5,0.4444444444444444,0.1595092
6,5,0.16666666666666666,0.40425532
8,5,0.375,0.27272727
10,4,0.6,0.0721393
10,4,0.6,0.1130137
6,5,0.16666666666666666,0.47619048
6,5,0.16666666666666666,0.27906977
10,5,0.5,0.21126761
10,4,0.6,0.09830508
6,5,0.16666666666666666,0.25
10,5,0.5,0.38095238
10,5,0.5,0.33333333
10,4,0.6,0.10724638
10,5,0.5,0.19277108
10,5,0.5,0.18218623
10,4,0.6,0.056
10,5,0.5,0.69230769
10,5,0.5,0.19411765
7,5,0.2857142857142857,0.12903226
6,4,0.3333333333333333,0.11463415
10,5,0.5,0.19277108
6,5,0.16666666666666666,0.375
10,5,0.5,0.19047619
10,5,0.5,0.12429379
10,5,0.5,0.19047619
10,4,0.6,0.09803922
7,5,0.2857142857142857,0.1744186
10,5,0.5,0.29268293
